index,date,value
75453,2010-09-19,2.14
75453,2010-09-20,2.14
75453,2010-09-21,2.18
75453,2010-09-22,2.21
75453,2010-09-23,2.21
75453,2010-09-24,2.24
75453,2010-09-25,2.28
75453,2010-09-26,2.31
75453,2010-09-27,2.35
75453,2010-09-28,2.42
75453,2010-09-29,2.5
75453,2010-09-30,2.53
75453,2010-10-01,2.57
75453,2010-10-02,2.6
75453,2010-10-03,2.64
75453,2010-10-04,2.68
75453,2010-10-05,2.71
75453,2010-10-06,2.75
75453,2010-10-07,2.75
75453,2010-10-08,2.79
75453,2010-10-09,2.8
75453,2010-10-10,2.84
75453,2010-10-11,2.87
75453,2010-10-12,2.94
75453,2010-10-13,3.01
75453,2010-10-14,3.08
75453,2010-10-15,3.15
75453,2010-10-16,3.18
75453,2010-10-17,3.25
75453,2010-10-18,3.32
75453,2010-10-19,3.39
75453,2010-10-20,3.46
75453,2010-10-21,3.46
75453,2010-10-22,3.46
75453,2010-10-23,3.46
75453,2010-10-24,3.46
75453,2010-10-25,3.46
75453,2010-10-26,3.46
75453,2010-10-27,3.55
75453,2010-10-28,3.58
75453,2010-10-29,3.67
75453,2010-10-30,3.76
75453,2010-10-31,3.79
75453,2010-11-01,3.79
75453,2010-11-02,3.64
75453,2010-11-03,3.58
75453,2010-11-04,3.52
75453,2010-11-05,3.46
75453,2010-11-06,3.46
75453,2010-11-07,3.46
75453,2010-11-08,3.46
75453,2010-11-09,3.52
75453,2010-11-10,3.52
75453,2010-11-11,3.52
75453,2010-11-12,3.52
75453,2010-11-13,3.52
75453,2010-11-14,3.52
75453,2010-11-15,3.52
75453,2010-11-16,3.52
75453,2010-11-17,3.52
75453,2010-11-18,3.52
75453,2010-11-19,3.49
75453,2010-11-20,3.49
75453,2010-11-21,3.49
75453,2010-11-22,3.46
75453,2010-11-23,3.42
75453,2010-11-24,3.39
75453,2010-11-25,3.41
75453,2010-11-26,3.4
75453,2010-11-27,3.37
75453,2010-11-28,3.33
75453,2010-11-29,3.32
75453,2010-11-30,3.29
75453,2010-12-01,3.29
75453,2010-12-02,3.42
75453,2010-12-03,3.24
75453,2010-12-04,3.24
75453,2010-12-05,3.15
75453,2010-12-06,3.09
75453,2010-12-07,3.11
75453,2010-12-08,3.08
75453,2010-12-09,3.07
75453,2010-12-10,3.06
75453,2010-12-11,3.06
75453,2010-12-12,3.02
75453,2010-12-13,3.02
75453,2010-12-14,2.98
75453,2010-12-15,3.01
75453,2010-12-16,2.97
75453,2010-12-17,2.97
75453,2010-12-18,2.97
75453,2010-12-19,2.94
75453,2010-12-20,2.9
75453,2010-12-21,2.9
75453,2010-12-22,2.9
75453,2010-12-23,2.86
75453,2010-12-24,2.86
75453,2010-12-25,2.86
75453,2010-12-26,2.83
75453,2010-12-27,2.83
75453,2010-12-28,2.87
75453,2010-12-29,2.88
75453,2010-12-30,2.88
75453,2010-12-31,2.88
75453,2011-01-01,2.88
75453,2011-01-02,2.88
75453,2011-01-03,2.88
75453,2011-01-04,2.88
75453,2011-01-05,2.84
75453,2011-01-06,2.84
75453,2011-01-07,2.82
75453,2011-01-08,2.82
75453,2011-01-09,2.82
75453,2011-01-10,2.78
75453,2011-01-11,2.78
75453,2011-01-12,2.78
75453,2011-01-13,2.74
75453,2011-01-14,2.74
75453,2011-01-15,2.74
75453,2011-01-16,2.71
75453,2011-01-17,2.71
75453,2011-01-18,2.74
75453,2011-01-19,2.67
75453,2011-01-20,2.67
75453,2011-01-21,2.63
75453,2011-01-22,2.63
75453,2011-01-23,2.63
75453,2011-01-24,2.62
75453,2011-01-25,2.64
75453,2011-01-26,2.6
75453,2011-01-27,2.6
75453,2011-01-28,2.56
75453,2011-01-29,2.56
75453,2011-01-30,2.56
75453,2011-01-31,2.52
75453,2011-02-01,2.52
75453,2011-02-02,2.48
75453,2011-02-03,2.48
75453,2011-02-04,2.48
75453,2011-02-05,2.44
75453,2011-02-06,2.44
75453,2011-02-07,2.44
75453,2011-02-08,2.41
75453,2011-02-09,2.41
75453,2011-02-10,2.37
75453,2011-02-11,2.37
75453,2011-02-12,2.37
75453,2011-02-13,2.37
75453,2011-02-14,2.33
75453,2011-02-15,2.33
75453,2011-02-16,2.31
75453,2011-02-17,2.27
75453,2011-02-18,2.27
75453,2011-02-19,2.27
75453,2011-02-20,2.27
75453,2011-02-21,2.27
75453,2011-02-22,2.27
75453,2011-02-23,2.27
75453,2011-02-24,2.27
75453,2011-02-25,2.29
75453,2011-02-26,2.33
75453,2011-02-27,2.35
75453,2011-02-28,2.38
75453,2011-03-01,2.39
75453,2011-03-02,2.39
75453,2011-03-03,2.39
75453,2011-03-04,2.39
75453,2011-03-05,2.39
75453,2011-03-06,2.39
75453,2011-03-07,2.42
75453,2011-03-08,2.44
75453,2011-03-09,2.48
75453,2011-03-10,2.48
75453,2011-03-11,2.48
75453,2011-03-12,2.48
75453,2011-03-13,2.48
75453,2011-03-14,2.48
75453,2011-03-15,2.43
75453,2011-03-16,2.42
75453,2011-03-17,2.46
75453,2011-03-18,2.46
75453,2011-03-19,2.46
75453,2011-03-20,2.46
75453,2011-03-21,2.46
75453,2011-03-22,2.43
75453,2011-03-23,2.41
75453,2011-03-24,2.35
75453,2011-03-25,2.35
75453,2011-03-26,2.41
75453,2011-03-27,2.41
75453,2011-03-28,2.41
75453,2011-03-29,2.41
75453,2011-03-30,2.37
75453,2011-03-31,2.37
75453,2011-04-01,2.37
75453,2011-04-02,2.42
75453,2011-04-03,2.58
75453,2011-04-04,3.34
75453,2011-04-05,6.26
75453,2011-04-06,17.8
75453,2011-04-07,22.5
75453,2011-04-08,39.3
75453,2011-04-09,48.4
75453,2011-04-10,47.4
75453,2011-04-11,47.7
75453,2011-04-12,41.1
75453,2011-04-13,25.4
75453,2011-04-14,18.5
75453,2011-04-15,16.8
75453,2011-04-16,17.8
75453,2011-04-17,16.1
75453,2011-04-18,15.9
75453,2011-04-19,13.8
75453,2011-04-20,11.9
75453,2011-04-21,5.4
75453,2011-04-22,5.33
75453,2011-04-23,5.7
75453,2011-04-24,5.55
75453,2011-04-25,5.4
75453,2011-04-26,4.83
75453,2011-04-27,4.56
75453,2011-04-28,4.38
75453,2011-04-29,4.2
75453,2011-04-30,4.13
75453,2011-05-01,4.13
75453,2011-05-02,4.13
75453,2011-05-03,4.03
75453,2011-05-04,3.92
75453,2011-05-05,3.89
75453,2011-05-06,3.89
75453,2011-05-07,3.89
75453,2011-05-08,3.79
75453,2011-05-09,3.73
75453,2011-05-10,3.73
75453,2011-05-11,3.73
75453,2011-05-12,3.73
75453,2011-05-13,3.73
75453,2011-05-14,3.73
75453,2011-05-15,3.64
75453,2011-05-16,3.64
75453,2011-05-17,3.64
75453,2011-05-18,3.64
75453,2011-05-19,3.64
75453,2011-05-20,3.64
75453,2011-05-21,3.64
75453,2011-05-22,3.49
75453,2011-05-23,3.31
75453,2011-05-24,3.11
75453,2011-05-25,2.95
75453,2011-05-26,2.82
75453,2011-05-27,2.71
75453,2011-05-28,2.6
75453,2011-05-29,2.53
75453,2011-05-30,2.46
75453,2011-05-31,2.43
75453,2011-06-01,2.35
75453,2011-06-02,2.32
75453,2011-06-03,2.32
75453,2011-06-04,2.28
75453,2011-06-05,2.28
75453,2011-06-06,2.17
75453,2011-06-07,2.14
75453,2011-06-08,2.12
75453,2011-06-09,2.09
75453,2011-06-10,2.09
75453,2011-06-11,2.05
75453,2011-06-12,2.02
75453,2011-06-13,2.02
75453,2011-06-14,1.99
75453,2011-06-15,1.99
75453,2011-06-16,2.01
75453,2011-06-17,1.97
75453,2011-06-18,1.97
75453,2011-06-19,1.97
75453,2011-06-20,1.96
75453,2011-06-21,2.01
75453,2011-06-22,2.01
75453,2011-06-23,1.97
75453,2011-06-24,1.97
75453,2011-06-25,1.92
75453,2011-06-26,1.92
75453,2011-06-27,1.92
75453,2011-06-28,1.88
75453,2011-06-29,1.88
75453,2011-06-30,1.92
75453,2011-07-01,1.88
75453,2011-07-02,1.88
75453,2011-07-03,1.92
75453,2011-07-04,1.92
75453,2011-07-05,1.92
75453,2011-07-06,1.88
75453,2011-07-07,1.91
75453,2011-07-08,1.91
75453,2011-07-09,1.91
75453,2011-07-10,1.91
75453,2011-07-11,1.91
75453,2011-07-12,1.91
75453,2011-07-13,1.91
75453,2011-07-14,1.91
75453,2011-07-15,1.91
75453,2011-07-16,1.91
75453,2011-07-17,1.93
75453,2011-07-18,1.93
75453,2011-07-19,1.93
75453,2011-07-20,1.93
75453,2011-07-21,1.93
75453,2011-07-22,1.93
75453,2011-07-23,1.91
75453,2011-07-24,1.95
75453,2011-07-25,1.96
75453,2011-07-26,1.96
75453,2011-07-27,1.96
75453,2011-07-28,1.96
75453,2011-07-29,1.96
75453,2011-07-30,1.96
75453,2011-07-31,2
75453,2011-08-01,2
75453,2011-08-02,2
75453,2011-08-03,2
75453,2011-08-04,2
75453,2011-08-05,2
75453,2011-08-06,1.98
75453,2011-08-07,1.95
75453,2011-08-08,1.95
75453,2011-08-09,1.95
75453,2011-08-10,1.95
75453,2011-08-11,1.95
75453,2011-08-12,1.95
75453,2011-08-13,1.95
75453,2011-08-14,1.95
75453,2011-08-15,1.95
75453,2011-08-16,1.93
75453,2011-08-17,1.93
75453,2011-08-18,1.93
75453,2011-08-19,1.93
75453,2011-08-20,1.9
75453,2011-08-21,1.9
75453,2011-08-22,1.9
75453,2011-08-23,1.9
75453,2011-08-24,1.9
75453,2011-08-25,1.9
75453,2011-08-26,1.9
75453,2011-08-27,1.9
75453,2011-08-28,1.9
75453,2011-08-29,1.9
75453,2011-08-30,1.9
75453,2011-08-31,1.87
75453,2011-09-01,1.85
75453,2011-09-02,1.85
75453,2011-09-03,1.85
75453,2011-09-04,1.85
75453,2011-09-05,1.85
75453,2011-09-06,1.85
75453,2011-09-07,1.85
75453,2011-09-08,1.85
75453,2011-09-09,1.85
75453,2011-09-10,1.85
75453,2011-09-11,1.85
75453,2011-09-12,1.85
75453,2011-09-13,1.85
75453,2011-09-14,1.85
75453,2011-09-15,1.85
75453,2011-09-16,1.9
75453,2011-09-17,1.92
75453,2011-09-18,1.95
75453,2011-09-19,1.95
75453,2011-09-20,1.95
75453,2011-09-21,1.99
75453,2011-09-22,1.99
75453,2011-09-23,2.02
75453,2011-09-24,2.04
75453,2011-09-25,2.01
75453,2011-09-26,2.02
75453,2011-09-27,2.04
75453,2011-09-28,2.07
75453,2011-09-29,2.11
75453,2011-09-30,2.11
75453,2011-10-01,2.14
75453,2011-10-02,2.18
75453,2011-10-03,2.21
75453,2011-10-04,2.24
75453,2011-10-05,2.24
75453,2011-10-06,2.28
75453,2011-10-07,2.29
75453,2011-10-08,2.33
75453,2011-10-09,2.36
75453,2011-10-10,2.39
75453,2011-10-11,2.43
75453,2011-10-12,2.46
75453,2011-10-13,2.49
75453,2011-10-14,2.56
75453,2011-10-15,2.59
75453,2011-10-16,2.72
75453,2011-10-17,2.78
75453,2011-10-18,2.89
75453,2011-10-19,3.03
75453,2011-10-20,3.52
75453,2011-10-21,3.49
75453,2011-10-22,3.46
75453,2011-10-23,3.46
75453,2011-10-24,3.46
75453,2011-10-25,3.46
75453,2011-10-26,3.43
75453,2011-10-27,3.4
75453,2011-10-28,3.4
75453,2011-10-29,3.4
75453,2011-10-30,3.4
75453,2011-10-31,3.4
75453,2011-11-01,3.4
75453,2011-11-02,3.4
75453,2011-11-03,3.4
75453,2011-11-04,3.4
75453,2011-11-05,3.43
75453,2011-11-06,3.43
75453,2011-11-07,3.43
75453,2011-11-08,3.43
75453,2011-11-09,3.43
75453,2011-11-10,3.43
75453,2011-11-11,3.43
75453,2011-11-12,3.43
75453,2011-11-13,3.43
75453,2011-11-14,3.43
75453,2011-11-15,3.43
75453,2011-11-16,3.43
75453,2011-11-17,3.43
75453,2011-11-18,3.46
75453,2011-11-19,3.46
75453,2011-11-20,3.46
75453,2011-11-21,3.46
75453,2011-11-22,3.46
75453,2011-11-23,3.46
75453,2011-11-24,3.46
75453,2011-11-25,3.46
75453,2011-11-26,3.41
75453,2011-11-27,3.42
75453,2011-11-28,3.45
75453,2011-11-29,3.48
75453,2011-11-30,3.49
75453,2011-12-01,3.47
75453,2011-12-02,3.46
75453,2011-12-03,3.46
75453,2011-12-04,3.46
75453,2011-12-05,3.46
75453,2011-12-06,3.43
75453,2011-12-07,3.4
75453,2011-12-08,3.4
75453,2011-12-09,3.46
75453,2011-12-10,3.46
75453,2011-12-11,3.46
75453,2011-12-12,3.46
75453,2011-12-13,3.46
75453,2011-12-14,3.46
75453,2011-12-15,3.46
75453,2011-12-16,3.46
75453,2011-12-17,3.49
75453,2011-12-18,3.49
75453,2011-12-19,3.58
75453,2011-12-20,3.58
75453,2011-12-21,3.44
75453,2011-12-22,3.3
75453,2011-12-23,3.2
75453,2011-12-24,3.09
75453,2011-12-25,2.98
75453,2011-12-26,2.89
75453,2011-12-27,2.82
75453,2011-12-28,2.79
75453,2011-12-29,2.76
75453,2011-12-30,2.73
75453,2011-12-31,2.69
75453,2012-01-01,2.62
75453,2012-01-02,2.55
75453,2012-01-03,2.48
75453,2012-01-04,2.4
75453,2012-01-05,2.33
75453,2012-01-06,2.26
75453,2012-01-07,2.18
75453,2012-01-08,2.11
75453,2012-01-09,2.07
75453,2012-01-10,2.05
75453,2012-01-11,2.01
75453,2012-01-12,1.95
75453,2012-01-13,1.87
75453,2012-01-14,1.83
75453,2012-01-15,1.8
75453,2012-01-16,1.76
75453,2012-01-17,1.72
75453,2012-01-18,1.72
75453,2012-01-19,1.68
75453,2012-01-20,1.68
75453,2012-01-21,1.64
75453,2012-01-22,1.64
75453,2012-01-23,1.6
75453,2012-01-24,1.57
75453,2012-01-25,1.57
75453,2012-01-26,1.57
75453,2012-01-27,1.58
75453,2012-01-28,1.6
75453,2012-01-29,1.63
75453,2012-01-30,1.64
75453,2012-01-31,1.64
75453,2012-02-01,1.64
75453,2012-02-02,1.64
75453,2012-02-03,1.64
75453,2012-02-04,1.64
75453,2012-02-05,1.64
75453,2012-02-06,1.64
75453,2012-02-07,1.64
75453,2012-02-08,1.64
75453,2012-02-09,1.64
75453,2012-02-10,1.67
75453,2012-02-11,1.67
75453,2012-02-12,1.67
75453,2012-02-13,1.67
75453,2012-02-14,1.67
75453,2012-02-15,1.67
75453,2012-02-16,1.67
75453,2012-02-17,1.67
75453,2012-02-18,1.67
75453,2012-02-19,1.67
75453,2012-02-20,1.67
75453,2012-02-21,1.67
75453,2012-02-22,1.67
75453,2012-02-23,1.67
75453,2012-02-24,1.67
75453,2012-02-25,1.67
75453,2012-02-26,1.67
75453,2012-02-27,1.67
75453,2012-02-28,1.67
75453,2012-02-29,1.67
75453,2012-03-01,1.69
75453,2012-03-02,1.75
75453,2012-03-03,1.79
75453,2012-03-04,1.79
75453,2012-03-05,1.79
75453,2012-03-06,1.78
75453,2012-03-07,1.75
75453,2012-03-08,1.73
75453,2012-03-09,1.73
75453,2012-03-10,1.73
75453,2012-03-11,1.76
75453,2012-03-12,1.72
75453,2012-03-13,1.72
75453,2012-03-14,1.76
75453,2012-03-15,1.76
75453,2012-03-16,1.74
75453,2012-03-17,1.74
75453,2012-03-18,1.74
75453,2012-03-19,1.74
75453,2012-03-20,1.72
75453,2012-03-21,1.72
75453,2012-03-22,1.72
75453,2012-03-23,1.74
75453,2012-03-24,1.74
75453,2012-03-25,1.74
75453,2012-03-26,1.74
75453,2012-03-27,1.76
75453,2012-03-28,1.8
75453,2012-03-29,1.81
75453,2012-03-30,1.84
75453,2012-03-31,1.83
75453,2012-04-01,1.85
75453,2012-04-02,1.93
75453,2012-04-03,2
75453,2012-04-04,2.12
75453,2012-04-05,2.2
75453,2012-04-06,2.27
75453,2012-04-07,2.39
75453,2012-04-08,2.41
75453,2012-04-09,2.52
75453,2012-04-10,2.79
75453,2012-04-11,4.56
75453,2012-04-12,8.37
75453,2012-04-13,13.5
75453,2012-04-14,46.4
75453,2012-04-15,89.6
75453,2012-04-16,98.6
75453,2012-04-17,139
75453,2012-04-18,140
75453,2012-04-19,86
75453,2012-04-20,47.4
75453,2012-04-21,23.2
75453,2012-04-22,23.2
75453,2012-04-23,13.8
75453,2012-04-24,4.95
75453,2012-04-25,4.52
75453,2012-04-26,4.56
75453,2012-04-27,3.96
75453,2012-04-28,4.71
75453,2012-04-29,4.71
75453,2012-04-30,4.65
75453,2012-05-01,4.71
75453,2012-05-02,4.1
75453,2012-05-03,4.1
75453,2012-05-04,4.1
75453,2012-05-05,4.1
75453,2012-05-06,4.1
75453,2012-05-07,4.1
75453,2012-05-08,4.1
75453,2012-05-09,4.1
75453,2012-05-10,4.06
75453,2012-05-11,3.99
75453,2012-05-12,3.99
75453,2012-05-13,3.99
75453,2012-05-14,3.99
75453,2012-05-15,3.99
75453,2012-05-16,3.82
75453,2012-05-17,3.82
75453,2012-05-18,3.82
75453,2012-05-19,3.82
75453,2012-05-20,3.82
75453,2012-05-21,3.36
75453,2012-05-22,3.17
75453,2012-05-23,3.15
75453,2012-05-24,3.11
75453,2012-05-25,3.07
75453,2012-05-26,3.01
75453,2012-05-27,2.88
75453,2012-05-28,2.84
75453,2012-05-29,2.8
75453,2012-05-30,2.8
75453,2012-05-31,2.77
75453,2012-06-01,2.73
75453,2012-06-02,2.66
75453,2012-06-03,2.59
75453,2012-06-04,2.54
75453,2012-06-05,2.47
75453,2012-06-06,2.41
75453,2012-06-07,2.38
75453,2012-06-08,2.31
75453,2012-06-09,2.24
75453,2012-06-10,2.26
75453,2012-06-11,2.33
75453,2012-06-12,2.3
75453,2012-06-13,2.22
75453,2012-06-14,2.14
75453,2012-06-15,2.06
75453,2012-06-16,1.98
75453,2012-06-17,1.85
75453,2012-06-18,1.76
75453,2012-06-19,1.68
75453,2012-06-20,1.6
75453,2012-06-21,1.53
75453,2012-06-22,1.49
75453,2012-06-23,1.45
75453,2012-06-24,1.41
75453,2012-06-25,1.38
75453,2012-06-26,1.34
75453,2012-06-27,1.28
75453,2012-06-28,1.2
75453,2012-06-29,1.16
75453,2012-06-30,1.16
75453,2012-07-01,1.16
75453,2012-07-02,1.17
75453,2012-07-03,1.17
75453,2012-07-04,1.17
75453,2012-07-05,1.17
75453,2012-07-06,1.17
75453,2012-07-07,1.16
75453,2012-07-08,1.16
75453,2012-07-09,1.16
75453,2012-07-10,1.16
75453,2012-07-11,1.16
75453,2012-07-12,1.16
75453,2012-07-13,1.16
75453,2012-07-14,1.16
75453,2012-07-15,1.16
75453,2012-07-16,1.16
75453,2012-07-17,1.17
75453,2012-07-18,1.18
75453,2012-07-19,1.19
75453,2012-07-20,1.19
75453,2012-07-21,1.19
75453,2012-07-22,1.19
75453,2012-07-23,1.19
75453,2012-07-24,1.19
75453,2012-07-25,1.19
75453,2012-07-26,1.19
75453,2012-07-27,1.18
75453,2012-07-28,1.18
75453,2012-07-29,1.22
75453,2012-07-30,1.22
75453,2012-07-31,1.22
75453,2012-08-01,1.26
75453,2012-08-02,1.24
75453,2012-08-03,1.23
75453,2012-08-04,1.26
75453,2012-08-05,1.26
75453,2012-08-06,1.33
75453,2012-08-07,1.33
75453,2012-08-08,1.36
75453,2012-08-09,1.33
75453,2012-08-10,1.3
75453,2012-08-11,1.3
75453,2012-08-12,1.34
75453,2012-08-13,1.34
75453,2012-08-14,1.34
75453,2012-08-15,1.34
75453,2012-08-16,1.37
75453,2012-08-17,1.37
75453,2012-08-18,1.37
75453,2012-08-19,1.37
75453,2012-08-20,1.41
75453,2012-08-21,1.44
75453,2012-08-22,1.49
75453,2012-08-23,1.49
75453,2012-08-24,1.53
75453,2012-08-25,1.53
75453,2012-08-26,1.53
75453,2012-08-27,1.54
75453,2012-08-28,1.5
75453,2012-08-29,1.49
75453,2012-08-30,1.53
75453,2012-08-31,1.54
75453,2012-09-01,1.54
75453,2012-09-02,1.58
75453,2012-09-03,1.58
75453,2012-09-04,1.58
75453,2012-09-05,1.61
75453,2012-09-06,1.61
75453,2012-09-07,1.61
75453,2012-09-08,1.65
75453,2012-09-09,1.65
75453,2012-09-10,1.65
75453,2012-09-11,1.69
75453,2012-09-12,1.69
75453,2012-09-13,1.69
75453,2012-09-14,1.72
75453,2012-09-15,1.72
75453,2012-09-16,1.72
75453,2012-09-17,1.76
75453,2012-09-18,1.76
75453,2012-09-19,1.76
75453,2012-09-20,1.78
75453,2012-09-21,1.74
75453,2012-09-22,1.72
75453,2012-09-23,1.76
75453,2012-09-24,1.76
75453,2012-09-25,1.76
75453,2012-09-26,1.8
75453,2012-09-27,1.8
75453,2012-09-28,1.8
75453,2012-09-29,1.83
75453,2012-09-30,1.83
75453,2012-10-01,1.83
75453,2012-10-02,1.87
75453,2012-10-03,1.87
75453,2012-10-04,1.9
75453,2012-10-05,1.93
75453,2012-10-06,1.99
75453,2012-10-07,1.99
75453,2012-10-08,2.02
75453,2012-10-09,2.04
75453,2012-10-10,2.11
75453,2012-10-11,2.11
75453,2012-10-12,2.15
75453,2012-10-13,2.15
75453,2012-10-14,2.18
75453,2012-10-15,2.18
75453,2012-10-16,2.22
75453,2012-10-17,2.2
75453,2012-10-18,2.22
75453,2012-10-19,2.26
75453,2012-10-20,2.27
75453,2012-10-21,2.31
75453,2012-10-22,2.37
75453,2012-10-23,2.38
75453,2012-10-24,2.42
75453,2012-10-25,2.45
75453,2012-10-26,2.49
75453,2012-10-27,2.59
75453,2012-10-28,2.75
75453,2012-10-29,2.83
75453,2012-10-30,2.9
75453,2012-10-31,2.98
75453,2012-11-01,3.06
75453,2012-11-02,3.27
75453,2012-11-03,3.8
75453,2012-11-04,4.01
75453,2012-11-05,4.15
75453,2012-11-06,4.33
75453,2012-11-07,4.89
75453,2012-11-08,4.89
75453,2012-11-09,5.07
75453,2012-11-10,5.07
75453,2012-11-11,5.01
75453,2012-11-12,4.95
75453,2012-11-13,4.71
75453,2012-11-14,4.47
75453,2012-11-15,4.34
75453,2012-11-16,4.34
75453,2012-11-17,4.34
75453,2012-11-18,4.34
75453,2012-11-19,4.34
75453,2012-11-20,4.34
75453,2012-11-21,4.34
75453,2012-11-22,4.13
75453,2012-11-23,3.89
75453,2012-11-24,3.76
75453,2012-11-25,3.73
75453,2012-11-26,3.61
75453,2012-11-27,3.61
75453,2012-11-28,3.61
75453,2012-11-29,3.61
75453,2012-11-30,3.61
75453,2012-12-01,3.61
75453,2012-12-02,2.89
75453,2012-12-03,2.38
75453,2012-12-04,2.31
75453,2012-12-05,2.5
75453,2012-12-06,2.42
75453,2012-12-07,2.34
75453,2012-12-08,2.3
75453,2012-12-09,2.26
75453,2012-12-10,2.22
75453,2012-12-11,2.25
75453,2012-12-12,2.32
75453,2012-12-13,2.35
75453,2012-12-14,2.31
75453,2012-12-15,2.22
75453,2012-12-16,2.09
75453,2012-12-17,1.94
75453,2012-12-18,1.87
75453,2012-12-19,1.86
75453,2012-12-20,1.82
75453,2012-12-21,1.82
75453,2012-12-22,1.82
75453,2012-12-23,1.82
75453,2012-12-24,1.78
75453,2012-12-25,1.78
75453,2012-12-26,1.78
75453,2012-12-27,1.78
75453,2012-12-28,1.78
75453,2012-12-29,1.78
75453,2012-12-30,1.78
75453,2012-12-31,1.78
75453,2013-01-01,1.78
75453,2013-01-02,1.78
75453,2013-01-03,1.78
75453,2013-01-04,1.78
75453,2013-01-05,1.78
75453,2013-01-06,1.78
75453,2013-01-07,1.78
75453,2013-01-08,1.78
75453,2013-01-09,1.78
75453,2013-01-10,1.78
75453,2013-01-11,1.78
75453,2013-01-12,1.78
75453,2013-01-13,1.78
75453,2013-01-14,1.91
75453,2013-01-15,1.91
75453,2013-01-16,1.91
75453,2013-01-17,1.91
75453,2013-01-18,1.91
75453,2013-01-19,1.91
75453,2013-01-20,1.91
75453,2013-01-21,1.91
75453,2013-01-22,1.91
75453,2013-01-23,1.97
75453,2013-01-24,2.04
75453,2013-01-25,2.04
75453,2013-01-26,2.04
75453,2013-01-27,2.04
75453,2013-01-28,2.02
75453,2013-01-29,1.97
75453,2013-01-30,1.96
75453,2013-01-31,1.96
75453,2013-02-01,1.96
75453,2013-02-02,1.96
75453,2013-02-03,2
75453,2013-02-04,2
75453,2013-02-05,2.04
75453,2013-02-06,2.08
75453,2013-02-07,2.17
75453,2013-02-08,2.17
75453,2013-02-09,2.22
75453,2013-02-10,2.26
75453,2013-02-11,2.26
75453,2013-02-12,2.28
75453,2013-02-13,2.4
75453,2013-02-14,2.19
75453,2013-02-15,2.19
75453,2013-02-16,2.23
75453,2013-02-17,2.23
75453,2013-02-18,2.23
75453,2013-02-19,2.12
75453,2013-02-20,2.04
75453,2013-02-21,2.02
75453,2013-02-22,2.02
75453,2013-02-23,1.99
75453,2013-02-24,2
75453,2013-02-25,1.98
75453,2013-02-26,2
75453,2013-02-27,2
75453,2013-02-28,2.02
75453,2013-03-01,1.98
75453,2013-03-02,1.98
75453,2013-03-03,2
75453,2013-03-04,1.98
75453,2013-03-05,1.96
75453,2013-03-06,1.96
75453,2013-03-07,1.96
75453,2013-03-08,1.96
75453,2013-03-09,1.96
75453,2013-03-10,1.96
75453,2013-03-11,1.96
75453,2013-03-12,1.96
75453,2013-03-13,1.96
75453,2013-03-14,2.09
75453,2013-03-15,2.17
75453,2013-03-16,2.21
75453,2013-03-17,2.31
75453,2013-03-18,2.37
75453,2013-03-19,2.37
75453,2013-03-20,2.37
75453,2013-03-21,2.33
75453,2013-03-22,2.28
75453,2013-03-23,2.21
75453,2013-03-24,2.28
75453,2013-03-25,2.35
75453,2013-03-26,2.42
75453,2013-03-27,2.45
75453,2013-03-28,2.37
75453,2013-03-29,2.37
75453,2013-03-30,2.35
75453,2013-03-31,2.37
75453,2013-04-01,2.32
75453,2013-04-02,2.49
75453,2013-04-03,2.73
75453,2013-04-04,3.52
75453,2013-04-05,4.64
75453,2013-04-06,4.91
75453,2013-04-07,9.16
75453,2013-04-08,10.1
75453,2013-04-09,10.4
75453,2013-04-10,12.1
75453,2013-04-11,14.7
75453,2013-04-12,16.5
75453,2013-04-13,26.7
75453,2013-04-14,50.3
75453,2013-04-15,62.9
75453,2013-04-16,101
75453,2013-04-17,110
75453,2013-04-18,116
75453,2013-04-19,93.7
75453,2013-04-20,75.4
75453,2013-04-21,41.4
75453,2013-04-22,26.9
75453,2013-04-23,18.3
75453,2013-04-24,10.5
75453,2013-04-25,6.72
75453,2013-04-26,7.9
75453,2013-04-27,9.15
75453,2013-04-28,9.26
75453,2013-04-29,10.9
75453,2013-04-30,11.4
75453,2013-05-01,15.4
75453,2013-05-02,23.2
75453,2013-05-03,14
75453,2013-05-04,6.56
75453,2013-05-05,6.16
75453,2013-05-06,8.82
75453,2013-05-07,13.5
75453,2013-05-08,11
75453,2013-05-09,7.52
75453,2013-05-10,7.44
75453,2013-05-11,7.36
75453,2013-05-12,7.28
75453,2013-05-13,7.28
75453,2013-05-14,7.28
75453,2013-05-15,7.28
75453,2013-05-16,7.12
75453,2013-05-17,5.33
75453,2013-05-18,3.67
75453,2013-05-19,3.67
75453,2013-05-20,3.67
75453,2013-05-21,3.67
75453,2013-05-22,3.96
75453,2013-05-23,4.56
75453,2013-05-24,7.04
75453,2013-05-25,13.3
75453,2013-05-26,34.8
75453,2013-05-27,38.3
75453,2013-05-28,39.7
75453,2013-05-29,24.3
75453,2013-05-30,20.4
75453,2013-05-31,24
75453,2013-06-01,16.4
75453,2013-06-02,11.6
75453,2013-06-03,10.5
75453,2013-06-04,9.12
75453,2013-06-05,7.73
75453,2013-06-06,6.62
75453,2013-06-07,5.91
75453,2013-06-08,4.95
75453,2013-06-09,5.28
75453,2013-06-10,5.57
75453,2013-06-11,4.84
75453,2013-06-12,4.9
75453,2013-06-13,4.73
75453,2013-06-14,4.01
75453,2013-06-15,3.87
75453,2013-06-16,3.91
